Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8430764675140381,0.8473128027568702,0.7658767292218869,0.7898841037916202,535796800
2000-01-04,0.7719966769218445,0.8331909455959481,0.7621111572851443,0.815303520863622,512377600
2000-01-05,0.7832933068275452,0.8327200923407233,0.775762118069298,0.7814104970681529,778321600
2000-01-06,0.7155086994171143,0.8058889372500389,0.7155086994171143,0.7992991253318216,767972800
2000-01-07,0.7494013905525208,0.7606990553493176,0.7192749715785667,0.7268061615175863,460734400
2000-01-10,0.7362210154533386,0.770113056813958,0.7136257849000408,0.768230246632849,505064000
2000-01-11,0.6985625624656677,0.7484600751078841,0.6816165666047048,0.7225699388180935,441548800
2000-01-12,0.656667947769165,0.7192751841022544,0.6514893764101711,0.7155087081315994,976068800
2000-01-13,0.7286888360977173,0.7437520689632314,0.6966796108115553,0.7116247375457067,1032684800
2000-01-14,0.756462037563324,0.7701131291388976,0.7484601312516135,0.7531671320067763,390376000
2000-01-18,0.7828227877616882,0.7983575423961213,0.7564619378454258,0.7606990776314656,459177600
2000-01-19,0.8025938272476196,0.8190691573241431,0.7785864522645924,0.7955324974382741,597643200
2000-01-20,0.8548448085784912,0.9150976444943615,0.8548448085784912,0.8699079924177948,1831132800
2000-01-21,0.8383694291114807,0.8604931881230233,0.8298960048234686,0.8604931881230233,495924800
2000-01-24,0.8002404570579529,0.8491956883184165,0.791766980848103,0.8167157390114712,440876800
2000-01-25,0.8454298377037048,0.8520205520449076,0.7710551533462999,0.7908253857555982,497145600
2000-01-26,0.8298962116241455,0.8600226873633521,0.826601356168431,0.8284841163490277,367158400
2000-01-27,0.8284838199615479,0.8510790960569572,0.8058885941454609,0.8195396815769724,340144000
2000-01-28,0.7654060125350952,0.8350737561843121,0.7578748225225915,0.8148328565592206,423348800
2000-01-31,0.7814106345176697,0.7823520647026235,0.7117429404958592,0.7606990698900252,701680000
2000-02-01,0.7550498843193054,0.790825593601588,0.7531671242600756,0.7832935477779254,318035200
2000-02-02,0.7442229986190796,0.7691717570701849,0.7305718566227075,0.7588163754132535,464195200
2000-02-03,0.7781158089637756,0.785177138968386,0.7550498132578966,0.7555205283680713,475193600
2000-02-04,0.8134208917617798,0.8284840786669208,0.7804693722222915,0.7828228977600021,425320000
2000-02-07,0.8590809106826782,0.8604930556678753,0.7978866540618176,0.8134206008542256,441067200
2000-02-08,0.8652010560035706,0.8746149552640528,0.8378987771984894,0.8586103410463916,408643200
2000-02-09,0.8482540845870972,0.8821469769108122,0.8468420399581457,0.8595517488812204,299364800
2000-02-10,0.8548448085784912,0.8576689984254611,0.8284839100440786,0.8501377584611044,302982400
2000-02-11,0.8190691471099854,0.8595518013853682,0.8153035269383407,0.8557861812137236,212251200
2000-02-14,0.8722614049911499,0.8727321200251847,0.8181276174180894,0.8233053319544998,367539200
2000-02-15,0.896268904209137,0.9033302340757112,0.8675545791391361,0.8680252942401092,485744000
2000-02-16,0.8595519661903381,0.889679246189105,0.8444887787050152,0.8868542511891038,378246400
2000-02-17,0.8652010560035706,0.8699080056338117,0.8520206316757855,0.867554530818691,289497600
2000-02-18,0.8378989100456238,0.8689667132571707,0.8350738649592557,0.8633183325818794,233441600
2000-02-22,0.8571984171867371,0.8807350792694798,0.8035352821632787,0.8294254696721557,422296000
2000-02-23,0.8755563497543335,0.896268817786584,0.8360150783813959,0.852843870668778,473099200
2000-02-24,0.8676718473434448,0.8972103517865103,0.8416644101367008,0.8835592113592693,376432000
2000-02-25,0.8313080072402954,0.8812055586216523,0.829425247738371,0.8647302314157402,249144000
2000-02-28,0.8529618382453918,0.8661422606721867,0.8162448107268765,0.8294252331536713,328328000
2000-02-29,0.8633180856704712,0.8830883174077077,0.8477833840382805,0.8553153270676732,368961600
2000-03-01,0.9814706444740295,0.9946510708076551,0.892503370074092,0.8929740852204825,1077003200
2000-03-02,0.9188642501831055,0.9635832965711344,0.9089787290203113,0.9565227702817597,311259200
2000-03-03,0.9640535712242126,0.965819179827669,0.9038007446706451,0.9405169164733085,323366400
2000-03-06,0.9466373324394226,0.9725274730122692,0.9414587613079574,0.9489908078901356,210560000
2000-03-07,0.9254538416862488,0.9598174480653773,0.9122734180869279,0.9522854039336304,273011200
2000-03-08,0.9188642501831055,0.933456822391708,0.8929741118890391,0.9254540613120318,271230400
2000-03-09,0.9207470417022705,0.9414586077658098,0.8906205697845087,0.9103908061564946,276718400
2000-03-10,0.9471078515052795,0.9635831818352477,0.9113320957496382,0.9165106658086765,248606400
2000-03-13,0.9136856198310852,0.9527561780005203,0.9000344803374095,0.9198055191957079,303956800
2000-03-14,0.8604931831359863,0.9358101074694812,0.8586103228768084,0.9129794715197252,428579200
2000-03-15,0.8755563497543335,0.9056836216915403,0.8595517361885003,0.8708494003157947,443609600
2000-03-16,0.9155682921409607,0.91886400128209,0.8623758844801921,0.8835590665490453,378100800
2000-03-17,0.941458523273468,0.941458523273468,0.9009758194430999,0.9047423445752986,305043200
2000-03-20,0.9263952970504761,0.9508732847217777,0.9216882469933486,0.9301617214536829,204489600
2000-03-21,1.016304850578308,1.0299558898535557,0.9160399219619741,0.9231004471891012,524328000
2000-03-22,1.0859724283218384,1.0873853779746891,0.9908852708747097,1.0000647676408112,567996800
2000-03-23,1.0643190145492554,1.1325745820779831,1.0544334993753819,1.0694966770600642,562564800
2000-03-24,1.0445486307144165,1.0840899114146727,1.0205412521886719,1.072792244622393,446913600
2000-03-27,1.051138997077942,1.090209553344374,1.030897244127657,1.0365465286978808,279182400
2000-03-28,1.0478442907333374,1.0694972879221452,1.0327801994170036,1.0337216297052705,202966400
2000-03-29,1.023836612701416,1.0501974575013118,1.0079492522019184,1.0497268430540478,239836800
2000-03-30,0.9471078515052795,1.0370172520881369,0.9447542759832829,1.0059486473764891,414400000
2000-03-31,1.0228955745697021,1.0337216205542439,0.948990683069529,0.9598176340821118,404633600
2000-04-03,1.004065752029419,1.0506683557996868,0.9748807126613039,1.0205410817862428,328563200
2000-04-04,0.9588760733604431,1.0017122514155015,0.8793228121201293,0.9988880615185661,660329600
2000-04-05,0.9819425344467163,1.0007713485213021,0.9339278619078676,0.9525212680411335,457665600
2000-04-06,0.942871630191803,1.0130100998471812,0.9282782534859709,0.9838250559330052,259627200
2000-04-07,0.9922978281974792,0.9932391581522055,0.9452252969393921,0.9584057263620919,242435200
2000-04-10,0.941458523273468,0.9998295063979862,0.9395757635006637,0.9918267466373133,212262400
2000-04-11,0.8995634913444519,0.9405167967966318,0.8892072599908538,0.9301614704706798,541822400
2000-04-12,0.8228347897529602,0.8962689650117553,0.7898841773768358,0.8962689650117553,941136000
2000-04-13,0.8571984171867371,0.9038010262111285,0.8171864234896904,0.8397817055695808,529827200
2000-04-14,0.8426057696342468,0.8887368018583598,0.8209518708009853,0.823305395874559,667620800
2000-04-17,0.9329858422279358,0.9334565572546832,0.8214225093808691,0.8247182687579543,409561600
2000-04-18,0.9555810689926147,0.9555810689926146,0.8990929529072565,0.9301616530670241,390924800
2000-04-19,0.912273645401001,0.9809999702561453,0.9019174089549713,0.9504028811121767,520150400
2000-04-20,0.8953273892402649,0.9395757106877314,0.8816762503698418,0.9315737558461152,722120000
2000-04-24,0.9075665473937988,0.9075665473937988,0.864259653010294,0.8661424128098179,443620800
2000-04-25,0.9664072394371033,0.9697029486267997,0.9193347298627822,0.9198054449026604,391641600
2000-04-26,0.9136856198310852,0.9640537421047056,0.9038009048711997,0.9536975075976584,366912000
2000-04-27,0.9546391367912292,0.9565228019648205,0.8780282055774761,0.8826179048008933,326603200
2000-04-28,0.9343979954719543,0.9602882299833632,0.9136856268572416,0.957464040052915,249580800
2000-05-01,0.9362806081771851,0.942400505970322,0.9179225237358882,0.940516841673159,226195200
2000-05-02,0.8877955079078674,0.9508734487737804,0.8849713176098016,0.9282782168918338,236432000
2000-05-03,0.8666129112243652,0.9132146990244147,0.8407227833032292,0.8957979433898545,489798400
2000-05-04,0.8336618542671204,0.8680254714758951,0.8327204238729502,0.8670840410817251,399515200
2000-05-05,0.8520207405090332,0.8642597362506607,0.8338971016706827,0.8346031240936714,284076800
2000-05-08,0.8294254541397095,0.8562569708696357,0.8284840238751514,0.8442532824825075,184900800
2000-05-09,0.7941204905509949,0.837898910059451,0.7898842050444564,0.830837579466498,327140800
2000-05-10,0.7479894757270813,0.7908256647856012,0.743752335044682,0.7837643334808082,535091200
2000-05-11,0.7743504047393799,0.7851773580882065,0.7456360710947431,0.7635235016698997,499744000
2000-05-12,0.8105964064598083,0.8322494482807757,0.7890598115507713,0.798357413669617,306913600
2000-05-15,0.7606989741325378,0.8138913315457709,0.7541083100362033,0.8138913315457709,678932800
2000-05-16,0.7960032820701599,0.8214227040065089,0.7738795700124491,0.7871772475291192,440451200
2000-05-17,0.7635231614112854,0.7809398689832739,0.7559911175511295,0.7804691539515072,398092800
2000-05-18,0.7588164210319519,0.7903549422811418,0.757874990646964,0.7757624193584405,373777600
2000-05-19,0.7079774141311646,0.7475186910347508,0.7032695590062581,0.7475186910347508,740667200
2000-05-22,0.6773795485496521,0.7060947349440725,0.6477237864865278,0.7060947349440725,755507200
2000-05-23,0.6463115215301514,0.7032695049446104,0.6448994265537648,0.6816165104649656,517585600
2000-05-24,0.6604331135749817,0.6759670080664387,0.625128135998116,0.6491355026498318,678462400
2000-05-25,0.6572555303573608,0.6978562814835729,0.6477234765223217,0.6665531317283857,406750400
2000-05-26,0.6505478620529175,0.6769087135482756,0.6420752914705604,0.6627868575496675,181148800
