Price,Date,Close,High,Low,Open,Volume
Ticker,,OGDC.KA,OGDC.KA,OGDC.KA,OGDC.KA,OGDC.KA
28,2008-02-08 00:00:00,39.42537307739258,39.74011243963486,39.39224301731363,39.591025905448845,2019800
29,2008-02-11 00:00:00,39.508201599121094,39.67385443601468,39.3425487622275,39.425375180674294,2234900
30,2008-02-12 00:00:00,40.00516128540039,40.00516128540039,39.458506402055114,39.508202760115914,8050500
31,2008-02-13 00:00:00,39.59102249145508,40.087980932770414,39.59102249145508,40.00515452588452,3898800
32,2008-02-14 00:00:00,40.303340911865234,40.303340911865234,39.690425841962245,39.690425841962245,11346500
33,2008-02-15 00:00:00,41.44633483886719,41.57885759969731,40.15424234418096,40.15424234418096,52086600
34,2008-02-18 00:00:00,41.44633483886719,41.44633483886719,41.44633483886719,41.44633483886719,0
35,2008-02-19 00:00:00,42.98689270019531,43.384458326820734,41.2806687079117,41.446321473615725,44447700
36,2008-02-20 00:00:00,42.44026184082031,43.20226090025365,42.407129248965056,42.98691421916575,18764700
37,2008-02-21 00:00:00,43.63294219970703,43.63294219970703,42.5727653954755,42.5727653954755,25835300
38,2008-02-22 00:00:00,43.0366096496582,43.16913496667639,42.68874269887981,42.97034951881108,10882800
39,2008-02-25 00:00:00,42.821266174316406,43.947703649228664,42.755006038496454,43.036612879562355,13707600
40,2008-02-26 00:00:00,43.06974792480469,43.1028805222613,42.53965669744648,42.821268609853895,9454400
41,2008-02-27 00:00:00,42.788124084472656,43.36790899106618,42.50651730589258,43.06973591837593,21311700
42,2008-02-28 00:00:00,42.83782196044922,43.169127613576705,42.5893427206036,42.788123079286244,8277400
43,2008-02-29 00:00:00,42.738426208496094,43.18569083048153,42.506513278894374,42.8378189084176,16633600
44,2008-03-03 00:00:00,42.40712356567383,42.804689338037406,42.15864432603121,42.738429218530655,6467600
45,2008-03-04 00:00:00,42.026123046875,42.55621160467615,41.74451373751141,42.40712506667826,5124000
46,2008-03-05 00:00:00,43.40106964111328,43.40106964111328,42.10897622260092,42.10897622260092,22943100
47,2008-03-06 00:00:00,45.32261276245117,45.32261276245117,43.46729914815999,43.46729914815999,66331500
48,2008-03-07 00:00:00,45.14042282104492,45.88586099607135,44.95820358941767,45.32264205267217,34614100
49,2008-03-10 00:00:00,44.527469635009766,45.372299907426154,44.22929662372029,45.14038700360965,12883200
50,2008-03-11 00:00:00,44.72626495361328,44.89191778677481,44.08021991534797,44.52747953169013,13630400
51,2008-03-12 00:00:00,45.22323226928711,45.22323226928711,44.79253380803857,44.79253380803857,15885500
52,2008-03-13 00:00:00,44.378395080566406,45.22322558049755,44.31213495524943,45.05757273954334,8105800
53,2008-03-14 00:00:00,44.46120834350586,44.626861135437935,44.11333646938409,44.378381947539815,7691400
54,2008-03-17 00:00:00,44.09678649902344,44.52747982381033,44.06365391004445,44.46121970117568,5735300
55,2008-03-18 00:00:00,43.73234176635742,44.17960637473328,42.24146647886796,44.096779969872756,12339300
56,2008-03-19 00:00:00,44.660003662109375,45.1238295606883,43.63295410126915,43.73234680962839,25116900
57,2008-03-20 00:00:00,44.34526824951172,44.80909418941691,44.04709009786673,44.660007641256215,19128800
58,2008-03-21 00:00:00,44.34526824951172,44.34526824951172,44.34526824951172,44.34526824951172,0
59,2008-03-24 00:00:00,45.25635528564453,45.25635528564453,44.5109175488736,44.5109175488736,17039800
60,2008-03-25 00:00:00,44.660003662109375,45.33918127135384,44.560610953750135,45.07413573417025,10509400
61,2008-03-26 00:00:00,44.39497375488281,44.9913251596701,43.99740783679959,44.66001938537993,10566800
62,2008-03-27 00:00:00,45.32261276245117,45.32261276245117,44.527476189759426,44.527476189759426,12085500
63,2008-03-28 00:00:00,44.67658996582031,44.825676567470545,44.52749830884467,44.726283814595256,2475800
64,2008-03-31 00:00:00,44.36180877685547,44.809073267831074,43.98080943663272,44.676553076967835,2929700
65,2008-04-01 00:00:00,44.527469635009766,44.62686232388031,44.11333764415096,44.36181683866624,3540400
66,2008-04-02 00:00:00,44.89192581176758,44.89192581176758,44.56062008621948,44.56062008621948,6492600
67,2008-04-03 00:00:00,44.95817184448242,45.05756454203673,44.726258920404106,44.89191173122042,3436700
68,2008-04-04 00:00:00,44.95817184448242,44.95817184448242,44.95817184448242,44.95817184448242,0
69,2008-04-07 00:00:00,45.55451965332031,46.134304448908026,45.43856067207388,45.47169325395064,12248800
70,2008-04-08 00:00:00,45.753318786621094,45.88583904331706,45.17353381675969,45.5545333462534,11230800
71,2008-04-09 00:00:00,45.55451965332031,46.217130848277705,45.322606746149674,45.75330503393642,13387500
72,2008-04-10 00:00:00,45.72018814086914,45.78644827203749,45.024444125291545,45.55453528528628,7420300
73,2008-04-11 00:00:00,46.21714782714844,46.78036653870837,45.471709958968624,45.7201892483619,4734600
74,2008-04-14 00:00:00,45.72018814086914,46.68097268112014,45.72018814086914,46.217146707617715,2914900
75,2008-04-15 00:00:00,46.697532653808594,46.697532653808594,45.75331453804982,45.75331453804982,4392000
76,2008-04-16 00:00:00,46.3165283203125,46.94600699838062,46.217135619743125,46.647833951995246,2379600
77,2008-04-17 00:00:00,46.3165283203125,46.3165283203125,46.3165283203125,46.3165283203125,0
78,2008-04-18 00:00:00,46.98877716064453,46.98877716064453,46.98877716064453,46.98877716064453,0
79,2008-04-21 00:00:00,46.65263366699219,46.90471921800761,46.43415644556263,46.65263366699219,3892300
80,2008-04-22 00:00:00,46.40055847167969,46.88792295334105,46.26610973724892,46.65264407895572,3820500
81,2008-04-23 00:00:00,47.39208984375,47.39208984375,46.450969303383474,46.450969303383474,14429900
82,2008-04-24 00:00:00,46.48458480834961,46.97194926695477,46.41736300866176,46.871114003075704,5119400
83,2008-04-25 00:00:00,46.619041442871094,47.15682624813303,46.28292722175638,46.48459780590361,7787200
84,2008-04-28 00:00:00,46.55180358886719,47.22403179953675,46.501388524544666,46.6190253841953,12079800
85,2008-04-29 00:00:00,45.77873611450195,46.78707834226056,45.7115143250568,46.55179951485564,5390800
86,2008-04-30 00:00:00,45.039306640625,45.879592212278446,44.93847134628736,45.77875691794081,4919200
87,2008-05-01 00:00:00,45.039306640625,45.039306640625,45.039306640625,45.039306640625,0
88,2008-05-02 00:00:00,44.53512954711914,45.45944355658765,44.24943043816887,45.039300825011054,5301000
89,2008-05-05 00:00:00,44.6695671081543,44.86787834835646,43.899867984978954,44.53512350377176,3968700
90,2008-05-06 00:00:00,44.0141487121582,45.022491203289874,43.896511832076584,44.669570305654766,7034500
91,2008-05-07 00:00:00,44.8712272644043,44.8712272644043,44.03094210964017,44.03094210964017,7399200
92,2008-05-08 00:00:00,44.56874465942383,45.0729159558938,44.1149884411226,44.686381551382766,6765700
93,2008-05-09 00:00:00,43.829280853271484,44.719986382156875,43.022608986257026,44.5687360481785,13265300
94,2008-05-12 00:00:00,44.249427795410156,44.249427795410156,43.526784391735845,43.82928508892622,4625400
95,2008-05-13 00:00:00,44.13178253173828,44.501504965996254,44.098169070126566,44.249419389990926,7272900
96,2008-05-14 00:00:00,44.199012756347656,44.518320187783765,43.91331366423921,44.131790948997185,8526800
97,2008-05-15 00:00:00,43.69484329223633,44.3502649158808,43.66122982284108,44.1990145609929,2760500
98,2008-05-16 00:00:00,43.45955276489258,43.72844506202598,43.27468899006998,43.69483160162407,3369900
99,2008-05-19 00:00:00,43.20075607299805,43.69484433850602,43.02261596406747,43.45956543319163,2823000
100,2008-05-20 00:00:00,43.35873794555664,43.49318159313407,42.88817748599104,43.20076383887014,2717700
101,2008-05-21 00:00:00,44.45109176635742,44.528396576873185,43.27469236233284,43.35872089119174,11931400
102,2008-05-22 00:00:00,44.703163146972656,45.37539116422036,44.030935129724945,44.451077640504764,14127600
103,2008-05-23 00:00:00,44.03095245361328,44.03095245361328,42.46802118571097,42.46802118571097,9803800
104,2008-05-26 00:00:00,42.21930694580078,42.68650550165531,40.72023784771637,42.468030748029214,10951200
105,2008-05-27 00:00:00,43.678035736083984,43.678035736083984,42.31677487465114,42.31677487465114,6655100
106,2008-05-28 00:00:00,41.43278503417969,43.8628911673989,41.43278503417969,43.61080558597707,7945700
107,2008-05-29 00:00:00,42.35039520263672,42.68650945027669,39.36233974626521,41.43280217826638,17633600
108,2008-05-30 00:00:00,42.35039520263672,42.35039520263672,42.35039520263672,42.35039520263672,0
109,2008-06-02 00:00:00,41.91344451904297,42.45122935217064,41.39246898792921,41.577330280512236,4377800
110,2008-06-03 00:00:00,41.84621047973633,42.518438760535304,41.84621047973633,41.91343228207727,3568400
111,2008-06-04 00:00:00,43.936859130859375,43.936859130859375,43.694856438749014,43.694856438749014,9143500
112,2008-06-05 00:00:00,43.93013381958008,43.93013381958008,43.07304141009502,43.07304141009502,8898300
113,2008-06-06 00:00:00,44.03095245361328,44.19900952404692,42.3503817492769,43.32511070631409,10831600
114,2008-06-09 00:00:00,44.333473205566406,44.83764464518406,43.69485810019622,44.03097239327466,2701000
115,2008-06-10 00:00:00,44.3670768737793,44.3670768737793,43.594013144936376,44.33346340042684,3929200
116,2008-06-11 00:00:00,44.45109176635742,44.69645363459098,44.067921879908624,44.36706323749853,1658700
117,2008-06-12 00:00:00,44.434268951416016,45.039275165950876,44.114961683067555,44.45107567684331,3745900
118,2008-06-13 00:00:00,45.20362091064453,45.20362091064453,45.20362091064453,45.20362091064453,0
119,2008-06-16 00:00:00,42.74171829223633,44.622353897094726,42.570751419067385,44.434289293109906,4041000
120,2008-06-17 00:00:00,43.25461959838867,43.34010303633015,41.37398396367612,42.74171897073979,4812300
121,2008-06-18 00:00:00,42.74171829223633,43.34010234832764,42.570751419067385,43.254618911743165,4472000
122,2008-06-19 00:00:00,42.53656005859375,42.53656005859375,40.6080538702855,40.6080538702855,8781000
123,2008-06-20 00:00:00,41.886878967285156,42.981065782523544,40.86107784971899,42.12623151788507,5727900
124,2008-06-23 00:00:00,40.00625228881836,41.88688808017307,39.90367111124538,41.88688808017307,7427500
125,2008-06-24 00:00:00,44.00688552856445,44.00688552856445,41.10044779847477,41.10044779847477,16502700
126,2008-06-25 00:00:00,43.81882095336914,44.67023812133247,43.606823635180056,44.006885615067446,18118200
127,2008-06-26 00:00:00,43.38113784790039,44.07526036699448,43.38113784790039,43.818810042397935,5903400
128,2008-06-27 00:00:00,42.95030212402344,43.425589867415816,42.95030212402344,43.38113941536212,1178300
129,2008-06-30 00:00:00,42.52287673950195,42.52287673950195,42.52287673950195,42.52287673950195,747100
130,2008-07-01 00:00:00,42.53656005859375,42.90926660297981,42.09888526532486,42.52288239521065,7614900
131,2008-07-02 00:00:00,42.11255645751953,42.53655352225219,42.11255645751953,42.53655352225219,1681200
132,2008-07-03 00:00:00,41.80139923095703,41.80139923095703,41.69198053977395,41.69198053977395,1063100
133,2008-07-04 00:00:00,41.37398910522461,41.37398910522461,41.27824806023201,41.27824806023201,1204900
134,2008-07-07 00:00:00,40.99786376953125,40.99786376953125,40.86792725394296,40.86792725394296,506500
135,2008-07-08 00:00:00,40.461021423339844,40.461021423339844,40.461021423339844,40.461021423339844,281500
136,2008-07-09 00:00:00,40.51914978027344,41.11753384875849,40.0575397349059,40.46102166829144,7145500
137,2008-07-10 00:00:00,40.115665435791016,40.65250129204478,40.115665435791016,40.51914734492583,1122300
138,2008-07-11 00:00:00,39.715606689453125,39.715606689453125,39.715606689453125,39.715606689453125,269300
139,2008-07-14 00:00:00,37.76658630371094,40.21141343960764,37.73239344624166,39.71561048443357,6387200
140,2008-07-15 00:00:00,38.467552185058594,39.65406287874405,37.09981699625651,37.766586857298385,8185200
141,2008-07-16 00:00:00,36.545875549316406,38.874445987995564,36.545875549316406,38.467544020886606,3494600
142,2008-07-17 00:00:00,36.15948486328125,36.15948486328125,34.71994445505981,34.71994445505981,4377500
143,2008-07-18 00:00:00,37.03143310546875,37.87600743483204,35.868857615938026,36.0740173826204,5259800
144,2008-07-21 00:00:00,38.88128662109375,38.88128662109375,37.44174583843732,37.44174583843732,3102600
145,2008-07-22 00:00:00,40.82346725463867,40.82346725463867,39.21979724819152,39.21979724819152,4694100
146,2008-07-23 00:00:00,40.22852325439453,41.68174230763499,40.21142551615109,40.82348750103631,13576800
147,2008-07-24 00:00:00,40.21141052246094,40.604634876700615,39.73270272637558,40.22850825432912,6112200
148,2008-07-25 00:00:00,39.57884216308594,40.51916022743571,39.32239178189963,40.21141924826251,7522300
149,2008-07-28 00:00:00,37.60245132446289,39.609600576247416,37.60245132446289,39.578827793876336,5768800
150,2008-07-29 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
151,2008-07-30 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
152,2008-07-31 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
153,2008-08-01 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
154,2008-08-04 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
155,2008-08-05 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
156,2008-08-06 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
157,2008-08-07 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
158,2008-08-08 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
159,2008-08-11 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
160,2008-08-12 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
161,2008-08-13 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
162,2008-08-14 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
163,2008-08-15 00:00:00,37.60245132446289,37.60245132446289,37.60245132446289,37.60245132446289,0
164,2008-08-18 00:00:00,40.58070373535156,40.58070373535156,38.80948653622082,38.80948653622082,6984300
165,2008-08-19 00:00:00,42.60834884643555,42.60834884643555,40.980744075254464,40.980744075254464,19811700
166,2008-08-20 00:00:00,41.63043212890625,41.63043212890625,40.101987919997754,40.101987919997754,9125700
167,2008-08-21 00:00:00,39.695098876953125,39.695098876953125,38.09826844436425,38.09826844436425,13454600
168,2008-08-22 00:00:00,36.99723434448242,38.63851754937071,36.38175509921011,38.09826154514731,14438700
169,2008-08-25 00:00:00,37.09981155395508,38.29657966859879,36.672394370153754,36.99723038634377,5994100
170,2008-08-26 00:00:00,35.24653625488281,37.78368439057584,35.24653625488281,37.099816799796194,7372400
171,2008-08-27 00:00:00,35.031105041503906,35.031105041503906,33.485565930648704,33.485565930648704,9094900
172,2008-08-28 00:00:00,33.485572814941406,34.022408707279226,33.485572814941406,33.485572814941406,3258200
173,2008-08-29 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,961600
174,2008-09-01 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,1438400
175,2008-09-02 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,145700
176,2008-09-03 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,769200
177,2008-09-04 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,652900
178,2008-09-05 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,991600
179,2008-09-08 00:00:00,33.485572814941406,33.663377220135565,33.485572814941406,33.485572814941406,3056300
180,2008-09-09 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,61200
181,2008-09-10 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,679500
182,2008-09-11 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,119800
183,2008-09-12 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,23000
184,2008-09-15 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,482800
185,2008-09-16 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,4400
186,2008-09-17 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,73000
187,2008-09-18 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,300
188,2008-09-19 00:00:00,33.485572814941406,33.485572814941406,33.485572814941406,33.485572814941406,42400
189,2008-09-22 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,277500
190,2008-09-23 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,153100
191,2008-09-24 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,4300
192,2008-09-25 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,171800
193,2008-09-26 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,0
194,2008-09-29 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,160600
195,2008-09-30 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,200
196,2008-10-01 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,0
197,2008-10-02 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,0
198,2008-10-03 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,0
199,2008-10-06 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,100
200,2008-10-07 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,100
201,2008-10-08 00:00:00,33.48556900024414,33.48556900024414,33.48556900024414,33.48556900024414,0
